Flight_Number,Airline,Airline_Code,Origin_Code,Origin_City,Origin_Country,Destination_Code,Destination_City,Destination_Country,Departure_Time,Arrival_Time,Duration_Minutes,Stops,Economy_Price_INR,Business_Price_INR,Currency,Direction
BA8783,British Airways,BA,NRT,Tokyo,Japan,COK,Kochi,India,2025-02-01 23:45,2025-02-02 06:42,417,Direct,105535,229080,INR,To India
6E7793,IndiGo,6E,BLR,Bengaluru,India,ICN,Seoul,South Korea,2025-10-12 10:45,2025-10-12 16:36,351,1 Stop,37969,95647,INR,From India
6E6124,IndiGo,6E,TRV,Thiruvananthapuram,India,SIN,Singapore,Singapore,2025-10-12 15:30,2025-10-12 21:16,346,1 Stop,64932,162905,INR,From India
QR7608,Qatar Airways,QR,NRT,Tokyo,Japan,BLR,Bengaluru,India,2025-06-20 12:15,2025-06-20 20:36,501,Direct,23757,48803,INR,To India
BA2965,British Airways,BA,AMD,Ahmedabad,India,FRA,Frankfurt,Germany,2025-10-17 21:30,2025-10-18 08:42,672,1 Stop,103102,201897,INR,From India
QR3534,Qatar Airways,QR,DXB,Dubai,UAE,TRV,Thiruvananthapuram,India,2025-06-01 22:15,2025-06-02 11:15,780,2+ Stops,28438,60754,INR,To India
6E3264,IndiGo,6E,ICN,Seoul,South Korea,MAA,Chennai,India,2025-05-03 21:00,2025-05-04 11:40,880,2+ Stops,57577,146322,INR,To India
LH6911,Lufthansa,LH,LHR,London,UK,HYD,Hyderabad,India,2025-02-15 08:30,2025-02-15 21:12,762,1 Stop,110850,200314,INR,To India
EK8546,Emirates,EK,CDG,Paris,France,DEL,New Delhi,India,2025-04-03 07:00,2025-04-03 13:35,395,1 Stop,35941,72383,INR,To India
AI8527,Air India,AI,COK,Kochi,India,SYD,Sydney,Australia,2025-02-05 19:45,2025-02-06 00:38,293,Direct,117812,296168,INR,From India
AI2739,Air India,AI,CCU,Kolkata,India,FRA,Frankfurt,Germany,2025-01-15 01:45,2025-01-15 15:23,818,1 Stop,89644,208220,INR,From India
BA1908,British Airways,BA,GOI,Goa,India,SFO,San Francisco,USA,2025-07-10 08:15,2025-07-10 14:01,346,2+ Stops,40731,78257,INR,From India
6E1051,IndiGo,6E,DOH,Doha,Qatar,BLR,Bengaluru,India,2025-10-15 15:45,2025-10-16 02:39,654,Direct,91249,219000,INR,To India
AI7134,Air India,AI,BLR,Bengaluru,India,DXB,Dubai,UAE,2025-05-05 11:15,2025-05-05 15:49,274,1 Stop,82580,187554,INR,From India
AI3347,Air India,AI,DEL,New Delhi,India,DXB,Dubai,UAE,2025-08-21 16:15,2025-08-21 19:53,218,Direct,99172,251906,INR,From India
BA8491,British Airways,BA,BOM,Mumbai,India,YYZ,Toronto,Canada,2025-02-16 10:00,2025-02-16 20:13,613,1 Stop,118894,243354,INR,From India
QR9718,Qatar Airways,QR,SFO,San Francisco,USA,BLR,Bengaluru,India,2025-08-11 10:00,2025-08-11 21:45,705,Direct,76209,193776,INR,To India
UK3233,Vistara,UK,BOM,Mumbai,India,SYD,Sydney,Australia,2025-01-31 09:00,2025-01-31 17:43,523,2+ Stops,26261,49422,INR,From India
EK158,Emirates,EK,BLR,Bengaluru,India,DXB,Dubai,UAE,2025-08-11 08:45,2025-08-11 13:18,273,2+ Stops,51478,129831,INR,From India
EK5509,Emirates,EK,JFK,New York,USA,COK,Kochi,India,2025-07-29 02:30,2025-07-29 11:43,553,Direct,63905,127716,INR,To India
LH4411,Lufthansa,LH,BKK,Bangkok,Thailand,COK,Kochi,India,2025-02-06 04:00,2025-02-06 08:12,252,2+ Stops,27451,61336,INR,To India
SQ7438,Singapore Airlines,SQ,ICN,Seoul,South Korea,COK,Kochi,India,2025-05-11 06:00,2025-05-11 20:25,865,1 Stop,84960,191174,INR,To India
UK512,Vistara,UK,NRT,Tokyo,Japan,TRV,Thiruvananthapuram,India,2025-03-15 02:45,2025-03-15 13:12,627,2+ Stops,36653,85327,INR,To India
AI4495,Air India,AI,SYD,Sydney,Australia,TRV,Thiruvananthapuram,India,2025-02-09 03:30,2025-02-09 10:35,425,1 Stop,27046,53464,INR,To India
QR9011,Qatar Airways,QR,BKK,Bangkok,Thailand,CCU,Kolkata,India,2025-03-25 14:45,2025-03-25 20:48,363,2+ Stops,20471,39009,INR,To India
UK3720,Vistara,UK,MAA,Chennai,India,FRA,Frankfurt,Germany,2025-05-15 22:00,2025-05-16 02:57,297,Direct,69884,130932,INR,From India
6E9370,IndiGo,6E,SIN,Singapore,Singapore,DEL,New Delhi,India,2025-06-07 18:30,2025-06-08 07:02,752,2+ Stops,97100,209113,INR,To India
EK9260,Emirates,EK,ICN,Seoul,South Korea,HYD,Hyderabad,India,2025-09-06 23:30,2025-09-07 04:39,309,2+ Stops,68981,143741,INR,To India
UK814,Vistara,UK,DOH,Doha,Qatar,TRV,Thiruvananthapuram,India,2025-09-16 00:45,2025-09-16 11:05,620,2+ Stops,107052,243889,INR,To India
SQ8469,Singapore Airlines,SQ,HYD,Hyderabad,India,JFK,New York,USA,2025-07-12 16:45,2025-07-12 23:59,434,2+ Stops,112323,285354,INR,From India
QR3588,Qatar Airways,QR,GOI,Goa,India,DOH,Doha,Qatar,2025-07-26 22:00,2025-07-27 05:22,442,2+ Stops,83252,171211,INR,From India
QR3930,Qatar Airways,QR,CCU,Kolkata,India,SYD,Sydney,Australia,2025-08-22 11:00,2025-08-22 20:09,549,1 Stop,116123,269791,INR,From India
AI7267,Air India,AI,CCU,Kolkata,India,SYD,Sydney,Australia,2025-05-21 17:00,2025-05-22 01:49,529,2+ Stops,67266,143122,INR,From India
BA4521,British Airways,BA,MAA,Chennai,India,SIN,Singapore,Singapore,2025-08-31 03:15,2025-08-31 14:34,679,1 Stop,33381,69946,INR,From India
LH3104,Lufthansa,LH,SIN,Singapore,Singapore,BLR,Bengaluru,India,2025-08-14 09:45,2025-08-14 15:24,339,2+ Stops,61162,117622,INR,To India
AI3250,Air India,AI,DOH,Doha,Qatar,CCU,Kolkata,India,2025-05-07 10:00,2025-05-07 15:57,357,Direct,27064,57965,INR,To India
6E6521,IndiGo,6E,GOI,Goa,India,JFK,New York,USA,2025-05-21 14:45,2025-05-22 03:54,789,1 Stop,53459,138428,INR,From India
AI3187,Air India,AI,YYZ,Toronto,Canada,COK,Kochi,India,2025-07-11 03:30,2025-07-11 12:10,520,Direct,36612,85806,INR,To India
EK9515,Emirates,EK,FRA,Frankfurt,Germany,TRV,Thiruvananthapuram,India,2025-06-01 03:15,2025-06-01 10:21,426,1 Stop,50584,110122,INR,To India
BA3586,British Airways,BA,CDG,Paris,France,DEL,New Delhi,India,2025-09-23 20:00,2025-09-24 07:42,702,1 Stop,80321,152439,INR,To India
AI7020,Air India,AI,COK,Kochi,India,SIN,Singapore,Singapore,2025-04-28 03:30,2025-04-28 13:19,589,Direct,51506,119653,INR,From India
LH7950,Lufthansa,LH,TRV,Thiruvananthapuram,India,DXB,Dubai,UAE,2025-01-21 16:30,2025-01-22 00:05,455,1 Stop,81523,197361,INR,From India
LH6444,Lufthansa,LH,FRA,Frankfurt,Germany,DEL,New Delhi,India,2025-08-26 07:15,2025-08-26 20:28,793,Direct,81539,182539,INR,To India
SQ1631,Singapore Airlines,SQ,YYZ,Toronto,Canada,HYD,Hyderabad,India,2025-02-17 09:45,2025-02-17 16:22,397,Direct,110853,199725,INR,To India
LH6136,Lufthansa,LH,LHR,London,UK,CCU,Kolkata,India,2025-07-31 16:45,2025-08-01 00:41,476,2+ Stops,112009,232785,INR,To India
SQ6449,Singapore Airlines,SQ,ICN,Seoul,South Korea,BOM,Mumbai,India,2025-03-01 11:30,2025-03-01 23:44,734,1 Stop,47461,93801,INR,To India
QR8816,Qatar Airways,QR,TRV,Thiruvananthapuram,India,CDG,Paris,France,2025-05-27 02:30,2025-05-27 07:27,297,2+ Stops,67977,158060,INR,From India
6E160,IndiGo,6E,BLR,Bengaluru,India,SIN,Singapore,Singapore,2025-06-24 05:45,2025-06-24 09:08,203,Direct,67297,133100,INR,From India
BA6243,British Airways,BA,NRT,Tokyo,Japan,GOI,Goa,India,2025-07-28 08:15,2025-07-28 14:11,356,2+ Stops,112339,243304,INR,To India
EK7838,Emirates,EK,BKK,Bangkok,Thailand,DEL,New Delhi,India,2025-06-15 21:45,2025-06-16 12:16,871,Direct,25528,56100,INR,To India
UK8448,Vistara,UK,FRA,Frankfurt,Germany,BOM,Mumbai,India,2025-04-07 08:15,2025-04-07 23:13,898,1 Stop,100353,242485,INR,To India
UK3395,Vistara,UK,GOI,Goa,India,ICN,Seoul,South Korea,2025-09-06 23:00,2025-09-07 04:17,317,2+ Stops,55878,114378,INR,From India
BA2789,British Airways,BA,SYD,Sydney,Australia,AMD,Ahmedabad,India,2025-10-19 04:30,2025-10-19 15:55,685,Direct,78782,176461,INR,To India
AI8631,Air India,AI,CDG,Paris,France,BOM,Mumbai,India,2025-09-21 23:15,2025-09-22 06:48,453,Direct,29202,56703,INR,To India
SQ3426,Singapore Airlines,SQ,DXB,Dubai,UAE,TRV,Thiruvananthapuram,India,2025-02-15 22:45,2025-02-16 10:50,725,1 Stop,51281,127686,INR,To India
UK2079,Vistara,UK,TRV,Thiruvananthapuram,India,LHR,London,UK,2025-06-23 11:00,2025-06-23 15:13,253,Direct,22944,52755,INR,From India
QR4702,Qatar Airways,QR,FRA,Frankfurt,Germany,HYD,Hyderabad,India,2025-06-04 23:00,2025-06-05 05:29,389,2+ Stops,77696,177327,INR,To India
QR9941,Qatar Airways,QR,SYD,Sydney,Australia,DEL,New Delhi,India,2025-04-28 09:00,2025-04-28 23:17,857,Direct,92373,202039,INR,To India
LH8463,Lufthansa,LH,GOI,Goa,India,NRT,Tokyo,Japan,2025-08-23 06:15,2025-08-23 14:02,467,Direct,55487,132940,INR,From India
AI5800,Air India,AI,BKK,Bangkok,Thailand,HYD,Hyderabad,India,2025-04-26 03:15,2025-04-26 13:45,630,2+ Stops,68262,148073,INR,To India
BA6752,British Airways,BA,DEL,New Delhi,India,CDG,Paris,France,2025-07-26 06:15,2025-07-26 15:10,535,Direct,85043,202891,INR,From India
SQ9456,Singapore Airlines,SQ,SFO,San Francisco,USA,COK,Kochi,India,2025-09-18 06:15,2025-09-18 20:24,849,Direct,114696,229275,INR,To India
6E5272,IndiGo,6E,HYD,Hyderabad,India,SIN,Singapore,Singapore,2025-09-05 09:45,2025-09-05 22:52,787,1 Stop,95844,237059,INR,From India
UK1666,Vistara,UK,DOH,Doha,Qatar,HYD,Hyderabad,India,2025-10-11 17:15,2025-10-12 08:12,897,2+ Stops,42272,85966,INR,To India
LH2542,Lufthansa,LH,AMD,Ahmedabad,India,BKK,Bangkok,Thailand,2025-04-08 03:15,2025-04-08 13:16,601,1 Stop,42584,94010,INR,From India
QR9707,Qatar Airways,QR,BKK,Bangkok,Thailand,COK,Kochi,India,2025-03-19 03:15,2025-03-19 16:06,771,2+ Stops,44897,86606,INR,To India
SQ9438,Singapore Airlines,SQ,FRA,Frankfurt,Germany,AMD,Ahmedabad,India,2025-02-21 00:15,2025-02-21 10:49,634,Direct,25021,62843,INR,To India
QR7963,Qatar Airways,QR,MAA,Chennai,India,YYZ,Toronto,Canada,2025-04-28 18:15,2025-04-29 08:18,843,Direct,65450,137269,INR,From India
QR927,Qatar Airways,QR,SFO,San Francisco,USA,HYD,Hyderabad,India,2025-10-10 23:00,2025-10-11 03:01,241,Direct,95044,237260,INR,To India
QR5017,Qatar Airways,QR,JFK,New York,USA,MAA,Chennai,India,2025-05-11 02:30,2025-05-11 13:51,681,1 Stop,43906,87824,INR,To India
LH7509,Lufthansa,LH,DXB,Dubai,UAE,CCU,Kolkata,India,2025-03-01 07:00,2025-03-01 11:57,297,2+ Stops,63160,151568,INR,To India
EK8840,Emirates,EK,DEL,New Delhi,India,DXB,Dubai,UAE,2025-06-30 01:30,2025-06-30 11:07,577,1 Stop,73968,171687,INR,From India
6E8797,IndiGo,6E,BKK,Bangkok,Thailand,HYD,Hyderabad,India,2025-09-21 23:45,2025-09-22 14:18,873,1 Stop,77289,175283,INR,To India
LH9517,Lufthansa,LH,BLR,Bengaluru,India,BKK,Bangkok,Thailand,2025-04-20 21:00,2025-04-21 09:33,753,Direct,48273,104708,INR,From India
BA2685,British Airways,BA,FRA,Frankfurt,Germany,BOM,Mumbai,India,2025-08-10 00:00,2025-08-10 07:25,445,Direct,102187,223850,INR,To India
LH458,Lufthansa,LH,BLR,Bengaluru,India,DOH,Doha,Qatar,2025-04-16 04:45,2025-04-16 18:57,852,1 Stop,20336,47306,INR,From India
EK805,Emirates,EK,CCU,Kolkata,India,ICN,Seoul,South Korea,2025-06-23 02:15,2025-06-23 06:04,229,1 Stop,107863,200969,INR,From India
UK6140,Vistara,UK,GOI,Goa,India,SYD,Sydney,Australia,2025-03-02 02:00,2025-03-02 10:06,486,2+ Stops,23297,56457,INR,From India
LH6376,Lufthansa,LH,BKK,Bangkok,Thailand,TRV,Thiruvananthapuram,India,2025-03-05 03:45,2025-03-05 11:52,487,Direct,83846,215802,INR,To India
EK4667,Emirates,EK,MAA,Chennai,India,BKK,Bangkok,Thailand,2025-06-15 15:45,2025-06-16 01:27,582,Direct,88037,211663,INR,From India
EK9984,Emirates,EK,DOH,Doha,Qatar,AMD,Ahmedabad,India,2025-03-21 14:45,2025-03-22 04:09,804,2+ Stops,56198,117404,INR,To India
QR7380,Qatar Airways,QR,SFO,San Francisco,USA,COK,Kochi,India,2025-05-03 03:00,2025-05-03 13:06,606,2+ Stops,30712,56113,INR,To India
6E416,IndiGo,6E,TRV,Thiruvananthapuram,India,NRT,Tokyo,Japan,2025-02-23 03:45,2025-02-23 11:53,488,1 Stop,86338,204853,INR,From India
SQ1435,Singapore Airlines,SQ,BLR,Bengaluru,India,YYZ,Toronto,Canada,2025-02-16 00:00,2025-02-16 05:34,334,Direct,86029,170162,INR,From India
6E5224,IndiGo,6E,ICN,Seoul,South Korea,TRV,Thiruvananthapuram,India,2025-03-13 09:45,2025-03-13 20:16,631,Direct,53014,120277,INR,To India
LH9473,Lufthansa,LH,FRA,Frankfurt,Germany,GOI,Goa,India,2025-06-07 19:00,2025-06-07 23:54,294,2+ Stops,33164,71047,INR,To India
QR7577,Qatar Airways,QR,SYD,Sydney,Australia,TRV,Thiruvananthapuram,India,2025-09-13 09:15,2025-09-13 22:03,768,2+ Stops,77290,140444,INR,To India
QR6141,Qatar Airways,QR,HYD,Hyderabad,India,ICN,Seoul,South Korea,2025-09-19 02:00,2025-09-19 13:48,708,Direct,84979,176104,INR,From India
QR9902,Qatar Airways,QR,GOI,Goa,India,ICN,Seoul,South Korea,2025-06-08 11:15,2025-06-08 21:17,602,Direct,87248,176157,INR,From India
EK2974,Emirates,EK,AMD,Ahmedabad,India,DOH,Doha,Qatar,2025-03-12 17:15,2025-03-13 05:46,751,1 Stop,21995,40990,INR,From India
LH3121,Lufthansa,LH,TRV,Thiruvananthapuram,India,DXB,Dubai,UAE,2025-08-26 05:00,2025-08-26 13:07,487,1 Stop,106594,260180,INR,From India
LH9303,Lufthansa,LH,DEL,New Delhi,India,DXB,Dubai,UAE,2025-07-21 21:45,2025-07-22 04:05,380,2+ Stops,69099,161225,INR,From India
LH5631,Lufthansa,LH,COK,Kochi,India,FRA,Frankfurt,Germany,2025-09-22 12:15,2025-09-22 21:54,579,2+ Stops,38463,98922,INR,From India
EK7623,Emirates,EK,DEL,New Delhi,India,JFK,New York,USA,2025-02-09 22:15,2025-02-10 07:23,548,1 Stop,55083,138461,INR,From India
BA9405,British Airways,BA,HYD,Hyderabad,India,CDG,Paris,France,2025-04-06 17:15,2025-04-06 23:09,354,2+ Stops,31611,60836,INR,From India
6E5491,IndiGo,6E,SIN,Singapore,Singapore,AMD,Ahmedabad,India,2025-09-27 04:15,2025-09-27 16:39,744,1 Stop,49313,127395,INR,To India
EK7318,Emirates,EK,BOM,Mumbai,India,DOH,Doha,Qatar,2025-07-23 00:45,2025-07-23 07:30,405,2+ Stops,69794,151667,INR,From India
EK6973,Emirates,EK,DEL,New Delhi,India,JFK,New York,USA,2025-07-27 08:15,2025-07-27 11:39,204,2+ Stops,97797,183822,INR,From India
QR2141,Qatar Airways,QR,NRT,Tokyo,Japan,MAA,Chennai,India,2025-04-21 01:30,2025-04-21 14:17,767,2+ Stops,24175,60663,INR,To India
SQ5764,Singapore Airlines,SQ,YYZ,Toronto,Canada,TRV,Thiruvananthapuram,India,2025-10-10 04:45,2025-10-10 10:23,338,1 Stop,90751,196954,INR,To India
BA8307,British Airways,BA,JFK,New York,USA,MAA,Chennai,India,2025-08-12 06:30,2025-08-12 19:10,760,1 Stop,109507,225682,INR,To India
QR7665,Qatar Airways,QR,SIN,Singapore,Singapore,DEL,New Delhi,India,2025-05-15 21:30,2025-05-16 07:50,620,1 Stop,88660,191182,INR,To India
UK5577,Vistara,UK,BOM,Mumbai,India,SYD,Sydney,Australia,2025-03-01 07:15,2025-03-01 13:49,394,Direct,37791,74345,INR,From India
AI605,Air India,AI,AMD,Ahmedabad,India,NRT,Tokyo,Japan,2025-03-31 01:15,2025-03-31 11:51,636,Direct,29962,55543,INR,From India
6E5660,IndiGo,6E,COK,Kochi,India,ICN,Seoul,South Korea,2025-08-01 07:15,2025-08-01 11:06,231,1 Stop,96845,206154,INR,From India
AI7164,Air India,AI,COK,Kochi,India,BKK,Bangkok,Thailand,2025-09-17 00:30,2025-09-17 04:08,218,Direct,99536,241903,INR,From India
AI6221,Air India,AI,LHR,London,UK,CCU,Kolkata,India,2025-02-19 01:45,2025-02-19 13:06,681,Direct,111450,244569,INR,To India
AI8286,Air India,AI,TRV,Thiruvananthapuram,India,SIN,Singapore,Singapore,2025-07-17 20:30,2025-07-18 06:29,599,2+ Stops,101357,260182,INR,From India
6E8367,IndiGo,6E,BOM,Mumbai,India,NRT,Tokyo,Japan,2025-07-28 21:00,2025-07-29 08:29,689,2+ Stops,115879,248652,INR,From India
SQ145,Singapore Airlines,SQ,SYD,Sydney,Australia,BOM,Mumbai,India,2025-06-06 01:45,2025-06-06 16:05,860,1 Stop,98148,198381,INR,To India
SQ960,Singapore Airlines,SQ,CDG,Paris,France,CCU,Kolkata,India,2025-07-14 03:30,2025-07-14 17:13,823,1 Stop,119777,273411,INR,To India
LH9607,Lufthansa,LH,GOI,Goa,India,DXB,Dubai,UAE,2025-10-18 21:00,2025-10-19 07:20,620,Direct,80289,201220,INR,From India
AI1077,Air India,AI,HYD,Hyderabad,India,FRA,Frankfurt,Germany,2025-05-30 21:00,2025-05-31 02:31,331,Direct,61993,146784,INR,From India
QR8763,Qatar Airways,QR,YYZ,Toronto,Canada,BLR,Bengaluru,India,2025-05-03 23:45,2025-05-04 06:36,411,2+ Stops,117732,278296,INR,To India
UK2615,Vistara,UK,TRV,Thiruvananthapuram,India,CDG,Paris,France,2025-02-22 07:45,2025-02-22 19:33,708,1 Stop,70553,180714,INR,From India
QR2773,Qatar Airways,QR,YYZ,Toronto,Canada,GOI,Goa,India,2025-07-10 00:30,2025-07-10 11:54,684,Direct,26870,68494,INR,To India
6E5074,IndiGo,6E,GOI,Goa,India,FRA,Frankfurt,Germany,2025-06-18 10:00,2025-06-18 15:39,339,2+ Stops,69773,133059,INR,From India
SQ2620,Singapore Airlines,SQ,JFK,New York,USA,TRV,Thiruvananthapuram,India,2025-09-18 04:45,2025-09-18 09:48,303,1 Stop,48412,121506,INR,To India
QR5470,Qatar Airways,QR,LHR,London,UK,DEL,New Delhi,India,2025-02-20 05:45,2025-02-20 19:33,828,Direct,88375,217933,INR,To India
LH3105,Lufthansa,LH,SYD,Sydney,Australia,CCU,Kolkata,India,2025-03-17 21:45,2025-03-18 05:27,462,Direct,52983,121006,INR,To India
AI4717,Air India,AI,BLR,Bengaluru,India,DXB,Dubai,UAE,2025-03-05 06:30,2025-03-05 09:36,186,2+ Stops,60152,123818,INR,From India
SQ1302,Singapore Airlines,SQ,GOI,Goa,India,SFO,San Francisco,USA,2025-02-25 02:30,2025-02-25 12:21,591,Direct,43574,84075,INR,From India
UK609,Vistara,UK,JFK,New York,USA,COK,Kochi,India,2025-05-08 14:00,2025-05-08 23:59,599,1 Stop,102034,220359,INR,To India
LH1197,Lufthansa,LH,MAA,Chennai,India,DXB,Dubai,UAE,2025-06-28 14:30,2025-06-29 05:26,896,1 Stop,36674,91733,INR,From India
6E7974,IndiGo,6E,HYD,Hyderabad,India,DOH,Doha,Qatar,2025-04-21 13:30,2025-04-22 00:05,635,1 Stop,57016,111186,INR,From India
6E6572,IndiGo,6E,TRV,Thiruvananthapuram,India,JFK,New York,USA,2025-08-20 02:45,2025-08-20 13:02,617,Direct,53607,117699,INR,From India
UK5719,Vistara,UK,SYD,Sydney,Australia,GOI,Goa,India,2025-09-20 13:15,2025-09-20 16:21,186,1 Stop,83070,208022,INR,To India
6E4814,IndiGo,6E,FRA,Frankfurt,Germany,GOI,Goa,India,2025-07-21 21:15,2025-07-22 05:30,495,1 Stop,73763,163161,INR,To India
SQ6872,Singapore Airlines,SQ,AMD,Ahmedabad,India,DOH,Doha,Qatar,2025-03-14 05:30,2025-03-14 19:25,835,2+ Stops,85572,213758,INR,From India
SQ3320,Singapore Airlines,SQ,ICN,Seoul,South Korea,HYD,Hyderabad,India,2025-07-12 06:45,2025-07-12 10:05,200,2+ Stops,81400,211352,INR,To India
EK7544,Emirates,EK,FRA,Frankfurt,Germany,BOM,Mumbai,India,2025-06-09 12:15,2025-06-09 22:19,604,2+ Stops,68705,155355,INR,To India
6E7427,IndiGo,6E,CCU,Kolkata,India,BKK,Bangkok,Thailand,2025-04-27 02:30,2025-04-27 14:21,711,1 Stop,35055,79454,INR,From India
UK8186,Vistara,UK,TRV,Thiruvananthapuram,India,BKK,Bangkok,Thailand,2025-05-04 20:45,2025-05-05 05:22,517,2+ Stops,52772,111265,INR,From India
EK3630,Emirates,EK,DEL,New Delhi,India,NRT,Tokyo,Japan,2025-01-29 05:00,2025-01-29 13:54,534,Direct,59062,143283,INR,From India
LH1613,Lufthansa,LH,HYD,Hyderabad,India,NRT,Tokyo,Japan,2025-10-01 02:00,2025-10-01 06:07,247,1 Stop,42650,99546,INR,From India
QR3776,Qatar Airways,QR,SYD,Sydney,Australia,GOI,Goa,India,2025-07-06 02:15,2025-07-06 14:41,746,Direct,62559,145353,INR,To India
BA7402,British Airways,BA,NRT,Tokyo,Japan,BOM,Mumbai,India,2025-01-19 23:45,2025-01-20 13:25,820,Direct,115272,233234,INR,To India
UK6534,Vistara,UK,BLR,Bengaluru,India,NRT,Tokyo,Japan,2025-03-24 14:30,2025-03-24 19:47,317,2+ Stops,98097,232669,INR,From India
BA6389,British Airways,BA,DOH,Doha,Qatar,MAA,Chennai,India,2025-05-22 17:15,2025-05-23 07:09,834,Direct,33128,74336,INR,To India
SQ3711,Singapore Airlines,SQ,DEL,New Delhi,India,LHR,London,UK,2025-08-10 20:30,2025-08-11 04:38,488,1 Stop,85424,169638,INR,From India
SQ587,Singapore Airlines,SQ,ICN,Seoul,South Korea,CCU,Kolkata,India,2025-10-22 11:45,2025-10-22 16:09,264,2+ Stops,21305,48154,INR,To India
EK3673,Emirates,EK,CCU,Kolkata,India,NRT,Tokyo,Japan,2025-08-12 20:15,2025-08-13 07:36,681,1 Stop,24796,53947,INR,From India
QR3475,Qatar Airways,QR,DEL,New Delhi,India,SYD,Sydney,Australia,2025-05-31 21:15,2025-06-01 11:06,831,1 Stop,119361,257173,INR,From India
EK3264,Emirates,EK,TRV,Thiruvananthapuram,India,SFO,San Francisco,USA,2025-06-10 12:30,2025-06-10 15:52,202,2+ Stops,32573,66365,INR,From India
QR8537,Qatar Airways,QR,BKK,Bangkok,Thailand,BLR,Bengaluru,India,2025-03-02 11:15,2025-03-02 15:53,278,1 Stop,59766,119614,INR,To India
BA3351,British Airways,BA,AMD,Ahmedabad,India,DOH,Doha,Qatar,2025-05-12 21:00,2025-05-13 03:47,407,1 Stop,63267,125492,INR,From India
QR6116,Qatar Airways,QR,CCU,Kolkata,India,LHR,London,UK,2025-05-26 00:30,2025-05-26 05:50,320,1 Stop,47801,100011,INR,From India
LH8575,Lufthansa,LH,SFO,San Francisco,USA,GOI,Goa,India,2025-05-10 02:45,2025-05-10 14:15,690,2+ Stops,59980,125530,INR,To India
QR4101,Qatar Airways,QR,BKK,Bangkok,Thailand,CCU,Kolkata,India,2025-10-16 05:45,2025-10-16 17:15,690,1 Stop,63198,159875,INR,To India
EK8196,Emirates,EK,DXB,Dubai,UAE,MAA,Chennai,India,2025-01-19 06:15,2025-01-19 11:28,313,1 Stop,90202,211485,INR,To India
AI3174,Air India,AI,CCU,Kolkata,India,FRA,Frankfurt,Germany,2025-04-10 21:15,2025-04-11 07:30,615,Direct,87855,227194,INR,From India
QR2958,Qatar Airways,QR,DEL,New Delhi,India,JFK,New York,USA,2025-06-29 03:45,2025-06-29 09:17,332,2+ Stops,87256,193934,INR,From India
UK7804,Vistara,UK,CDG,Paris,France,GOI,Goa,India,2025-07-13 04:30,2025-07-13 11:12,402,Direct,96370,232437,INR,To India
LH9042,Lufthansa,LH,CCU,Kolkata,India,YYZ,Toronto,Canada,2025-04-18 11:00,2025-04-18 22:23,683,2+ Stops,84007,164673,INR,From India
EK5300,Emirates,EK,YYZ,Toronto,Canada,AMD,Ahmedabad,India,2025-02-22 10:15,2025-02-22 14:59,284,1 Stop,44962,109115,INR,To India
AI5714,Air India,AI,JFK,New York,USA,COK,Kochi,India,2025-06-03 20:45,2025-06-04 07:38,653,1 Stop,81810,164940,INR,To India
UK1140,Vistara,UK,NRT,Tokyo,Japan,MAA,Chennai,India,2025-02-11 06:30,2025-02-11 21:03,873,2+ Stops,96232,205942,INR,To India
AI4247,Air India,AI,SYD,Sydney,Australia,GOI,Goa,India,2025-03-07 00:45,2025-03-07 11:14,629,1 Stop,97989,228170,INR,To India
QR3538,Qatar Airways,QR,CDG,Paris,France,COK,Kochi,India,2025-09-29 01:30,2025-09-29 06:49,319,Direct,80464,208872,INR,To India
QR1034,Qatar Airways,QR,FRA,Frankfurt,Germany,DEL,New Delhi,India,2025-03-10 15:45,2025-03-11 00:55,550,2+ Stops,20429,43877,INR,To India
AI8492,Air India,AI,CDG,Paris,France,AMD,Ahmedabad,India,2025-07-28 22:15,2025-07-29 09:39,684,1 Stop,84388,163709,INR,To India
QR6062,Qatar Airways,QR,BKK,Bangkok,Thailand,GOI,Goa,India,2025-05-18 02:15,2025-05-18 07:13,298,2+ Stops,80263,204023,INR,To India
UK5231,Vistara,UK,ICN,Seoul,South Korea,GOI,Goa,India,2025-09-24 06:15,2025-09-24 09:31,196,Direct,32095,66205,INR,To India
UK3556,Vistara,UK,BKK,Bangkok,Thailand,DEL,New Delhi,India,2025-01-19 02:45,2025-01-19 14:00,675,1 Stop,106025,250006,INR,To India
SQ5574,Singapore Airlines,SQ,MAA,Chennai,India,SFO,San Francisco,USA,2025-08-30 05:00,2025-08-30 13:52,532,Direct,92821,228285,INR,From India
6E4506,IndiGo,6E,JFK,New York,USA,AMD,Ahmedabad,India,2025-06-22 20:15,2025-06-23 10:55,880,2+ Stops,104971,192944,INR,To India
LH1196,Lufthansa,LH,CDG,Paris,France,AMD,Ahmedabad,India,2025-10-22 01:15,2025-10-22 09:52,517,1 Stop,75818,174580,INR,To India
BA1580,British Airways,BA,ICN,Seoul,South Korea,GOI,Goa,India,2025-09-23 12:15,2025-09-23 22:32,617,1 Stop,54240,113749,INR,To India
6E704,IndiGo,6E,SYD,Sydney,Australia,CCU,Kolkata,India,2025-07-23 15:45,2025-07-23 21:44,359,Direct,97569,184984,INR,To India
QR4049,Qatar Airways,QR,LHR,London,UK,BLR,Bengaluru,India,2025-08-28 21:30,2025-08-29 01:29,239,1 Stop,50827,125500,INR,To India
